customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age_group,tenure_group,avg_monthly_spend
8203-xjzrc,male,0,no,no,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.4808021915930663,-0.9984294873891606,no,Young,New Customer,0.7112707954960598
6556-dbkzf,female,0,yes,yes,1.5718292524118322,yes,no,fiber optic,no,no,yes,no,no,no,two year,no,electronic check,0.37401454842908843,1.3911300610871353,no,Middle-aged,Loyal Customer,-0.461684853438504
6851-wefyx,male,1,yes,no,0.10504664646466222,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,1.196715521826012,0.5092183777248718,no,Senior,Loyal Customer,-0.351056452180763
2985-juubz,male,0,yes,yes,0.3087664528462136,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,0.32415388337472945,0.32314756431881625,no,Young,Loyal Customer,-0.4132090178371574
6390-dsazx,female,0,no,yes,-1.2802480369298874,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,0.2925754621736353,-0.9748921361260592,yes,Young,New Customer,3.974089371406163
0895-lmrsf,male,0,no,no,-0.38388088885106114,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),0.003383604858353504,-0.3412586987489947,no,Young,Loyal Customer,-0.35461961333289166
8098-llazx,female,1,no,no,-1.1580161531009565,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,1.0188791497987983,-0.8326091786312094,yes,Senior,New Customer,0.93220672999419
8266-vbfql,male,0,no,no,-1.1580161531009565,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,0.8510149107824564,-0.8500140241294165,no,Young,New Customer,0.8549938255502069
8181-yhcmf,female,0,yes,yes,1.4495973685829016,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),-0.14952243464168102,0.8054757605397296,no,Middle-aged,Loyal Customer,-0.4729602037047873
2240-hsjqd,male,0,no,yes,0.22727853029359305,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,0.5668091199726097,0.37871512554820014,no,Young,Loyal Customer,-0.39546091353791774
1248-dyxub,male,0,yes,yes,0.797693988161937,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,-1.3295581742615106,-0.4651000202026516,no,Young,Loyal Customer,-0.49802559977132116
0265-edxbd,male,1,yes,no,-0.01718523736426863,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.3357880385540801,0.008845614181355784,yes,Senior,Loyal Customer,-0.3840439455149994
4115-bnpjy,male,0,yes,yes,-0.13941712119319946,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,0.3573943267443021,-0.10098800525536616,no,Young,Loyal Customer,-0.36786456002421936
3167-snqpl,male,1,yes,yes,0.22727853029359305,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,1.2083496770053626,0.6434937827281509,no,Senior,Loyal Customer,-0.3643987133134492
4091-tvocn,male,0,no,yes,0.6347181430566958,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),0.4637637455269347,0.6172872473011924,no,Young,Loyal Customer,-0.42685506085027725
1098-tdvuq,female,0,no,no,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),-1.5140426349626388,-0.998870674854261,no,Young,New Customer,0.6501120593028057
7277-ozcgz,female,0,no,no,-0.42462485012737144,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,0.8061403122335331,-0.17517367751198323,no,Young,Loyal Customer,-0.2796397279623677
1557-emyvt,female,0,no,no,0.4309983366751445,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),1.6703918398424222,1.152293226855083,no,Young,Loyal Customer,-0.3635584356956165
2799-arnlo,female,1,yes,no,-1.1172721918246462,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.15130357785295148,-0.8566538954791763,no,Senior,New Customer,0.3210780585830989
7563-biupc,male,0,no,no,-1.1172721918246462,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,0.525258565760644,-0.8240280824350084,yes,Young,New Customer,0.45868521501792037
5027-yocxn,male,0,yes,yes,0.7569500268856267,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),1.504189622994559,1.5014048679889576,no,Young,Loyal Customer,-0.39522265323953837
3973-skmln,male,0,no,no,1.5718292524118322,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),-1.4924363467724167,-0.4095103996000126,no,Middle-aged,Loyal Customer,-0.5100519384702114
2321-ombxy,female,0,yes,yes,0.22727853029359305,yes,no,dsl,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),0.5152864327497723,0.3420745065716196,yes,Young,Loyal Customer,-0.397955546198432
2840-xanrc,male,1,yes,no,-0.3431369275747509,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,0.9424261300487813,-0.023052239545396466,yes,Senior,Loyal Customer,-0.2898212675672674
6745-jefzb,male,0,yes,no,0.10504664646466222,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),0.8875793984889861,0.42047351911994446,no,Young,Loyal Customer,-0.36730720208354195
5020-zstty,female,1,no,no,0.8791819107145575,yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),0.5867533859943537,0.9118460583754143,yes,Senior,Loyal Customer,-0.4338132828037458
9880-tdqac,female,0,yes,yes,1.6125732136881425,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,-0.15949456765255274,0.8738598176302775,no,Middle-aged,Loyal Customer,-0.4762279989229563
8705-wzcyl,male,0,no,no,-1.2802480369298874,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,-0.6647493068700573,-0.987598335120948,no,Young,New Customer,2.212717769040446
7102-jjvtx,female,0,yes,yes,-0.9542963467194051,yes,no,dsl,yes,no,no,no,no,no,one year,no,mailed check,-0.5384356220656811,-0.8210500670455813,no,Young,New Customer,-0.19693643697376279
8626-ptqge,male,0,no,no,1.4903413298592119,no,no phone service,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),-0.1578325454840742,0.8353441519270204,no,Middle-aged,Loyal Customer,-0.4739677847592925
4983-clmlv,female,0,yes,no,0.797693988161937,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),1.2598723642282001,1.2595017808744582,no,Young,Loyal Customer,-0.4064051084356579
5701-yvsvf,female,1,yes,no,-0.8728084241667845,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,0.6017115855106615,-0.6190965048959146,no,Senior,New Customer,-0.06627913692453821
5804-lepim,female,1,no,no,-1.2395040756535771,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.18454402122252414,-0.9460164165352438,yes,Senior,New Customer,1.624064933180376
5697-gombf,female,1,yes,yes,-0.18016108246950976,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,-0.960589252859254,-0.5778013581625255,no,Senior,Loyal Customer,-0.44877937565526965
2739-cacdq,female,1,no,no,-0.6283446565089229,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),0.5934014746682683,-0.35879590048673204,no,Senior,Loyal Customer,-0.22985422733660246
9385-ehgdo,female,0,yes,yes,0.10504664646466222,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,-1.494098368940895,-0.6811715812355281,no,Young,Loyal Customer,-0.4925078720334463
9498-fimxl,female,0,no,no,-0.9950403079957154,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,-1.5157046571311175,-0.9359132235844468,no,Young,New Customer,-0.3804126455535249
2379-gyflq,male,0,no,no,0.5532302205040753,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),1.0005969059455335,0.9439865652079716,no,Young,Loyal Customer,-0.4010204805751649
0122-oahpz,female,0,no,no,-1.0357842692720256,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.3008855730160285,-0.7818064420249087,yes,Young,New Customer,0.11803105442149545
2868-snelz,female,0,no,no,-1.2395040756535771,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,mailed check,0.525258565760644,-0.9386265264948136,yes,Young,New Customer,1.937503456170803
4322-rcymt,male,0,yes,yes,1.4495973685829016,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),0.36570443758669524,1.3282608473103412,yes,Middle-aged,Loyal Customer,-0.4590196094254426
6680-nenyn,female,0,no,no,0.4309983366751445,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,1.323029206630388,1.0926226222002662,yes,Young,Loyal Customer,-0.37842143088676783
2088-iebau,female,0,no,no,1.4495973685829016,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,0.776223913200918,1.7052555362385555,no,Middle-aged,Loyal Customer,-0.4479121036609325
7982-vcelr,female,0,no,no,0.1457906077409725,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),0.9972728616085759,0.5657565513774765,no,Young,Loyal Customer,-0.366142273775099
1343-ehpyb,male,0,yes,no,1.24587756220135,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,1.2831406745869012,1.9057972984999014,yes,Middle-aged,Loyal Customer,-0.42681562317316846
6035-bxtty,female,1,no,no,-0.01718523736426863,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),-0.3373309396797665,-0.19994635367736566,no,Senior,Loyal Customer,-0.42274595826229294
6885-pkoam,female,0,yes,no,1.5718292524118322,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),0.6964468491139434,1.7384990117338641,no,Middle-aged,Loyal Customer,-0.45332936412759467
7520-hqwju,female,0,yes,yes,1.368109446030281,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),0.08814673545076371,0.9817963309670681,no,Middle-aged,Loyal Customer,-0.4646912373228652
9639-bujxt,male,0,no,no,1.24587756220135,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,-1.472492080750673,-0.4214004017844659,no,Middle-aged,Loyal Customer,-0.5072927538147678
5924-sngkp,female,0,no,yes,0.3495104141225239,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),-1.4808021915930663,-0.6257363762456742,no,Young,Loyal Customer,-0.4969871634438372
0021-ikxgc,female,1,no,no,-1.2802480369298874,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.24271479711927632,-0.9755539173237097,no,Senior,New Customer,3.8823512671162814
2034-gdrcn,female,0,no,no,-1.2395040756535771,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,0.8510149107824564,-0.93315580192757,yes,Young,New Customer,2.237181263517748
8966-snizf,female,0,yes,no,1.5310852911355222,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),-1.5073945462887242,-0.43227567279918855,no,Middle-aged,Loyal Customer,-0.5102002207179234
6243-ozgfh,female,0,no,no,-0.38388088885106114,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,-0.6597632403646212,-0.5675658089721984,no,Young,Loyal Customer,-0.4076681692918229
4654-dlamq,female,1,yes,no,1.2866215234776603,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,no,bank transfer (automatic),1.070401837021636,1.829868935756138,no,Senior,Loyal Customer,-0.43449990287443396
0513-rbgpe,male,0,yes,yes,0.18653456901728277,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),-0.06642132621774938,-0.0020075974601117875,no,Young,Loyal Customer,-0.42338905477040617
5160-uxjed,male,0,no,yes,-0.6283446565089229,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed check,-0.6713973955439717,-0.706738394838091,no,Young,Loyal Customer,-0.366741869227974
4115-nzrks,female,1,no,no,-1.0357842692720256,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,0.8094643565704907,-0.7539675129770792,no,Senior,New Customer,0.2517065778153222
0219-ytzue,male,0,yes,yes,-1.1580161531009565,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),0.6648684279128493,-0.8432859152866368,yes,Young,New Customer,0.769371594879651
0623-iihug,female,1,no,no,-0.46536881140368175,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,-0.761146592641818,-0.6367219441266719,yes,Senior,Loyal Customer,-0.4051673721079373
4572-dvcgn,female,0,no,no,-0.9135523854430948,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),0.5136244105812937,-0.6341189380825801,yes,Young,New Customer,-0.03639475446647092
3351-ngxyi,female,1,no,no,-0.6690886177852331,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,-0.3556131835330314,-0.6151478770832668,no,Senior,Loyal Customer,-0.32040063566389443
8984-eylll,male,0,yes,no,1.2866215234776603,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,1.3446354948206103,2.0030350158080097,no,Middle-aged,Loyal Customer,-0.4266161595370223
9057-mswco,male,1,yes,no,-0.22090504374582004,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),-1.1317775362125533,-0.6521635054051829,yes,Senior,Loyal Customer,-0.45754060730835083
9833-tgfhx,male,0,yes,yes,0.3902543753988342,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,no,electronic check,1.0737258813585928,0.764776216884226,no,Young,Loyal Customer,-0.3858004389800735
9294-tdipc,male,0,no,yes,-1.1172721918246462,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.4824642137615447,-0.970414083355291,no,Young,New Customer,-0.2801123181965883
5229-dtfyb,female,0,no,no,0.3495104141225239,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),1.1302346350868666,0.7393638188944482,no,Young,Loyal Customer,-0.37981597495651753
0104-ppxdv,male,0,yes,no,1.0421577558197987,yes,no,dsl,no,no,yes,no,no,no,one year,no,credit card (automatic),-0.48192686833740767,0.2626166441070539,no,Young,Loyal Customer,-0.4741542256842195
5176-lmjxe,female,0,no,no,0.5939741817803856,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,-1.4708300585821945,-0.5901325478120792,no,Young,Loyal Customer,-0.500452930954114
3583-krkmd,male,0,no,no,-0.5876006952326126,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),0.3690284819236528,-0.40159108460146203,no,Young,Loyal Customer,-0.2693076081357801
1010-diauq,male,0,no,no,-1.1172721918246462,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),1.0537816153368496,-0.7900566476222846,yes,Young,New Customer,0.6531699961124684
9069-lgeul,male,0,yes,no,-0.38388088885106114,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),-0.1611565898210313,-0.3870539576264068,no,Young,Loyal Customer,-0.3677820369918746
7302-zhmhp,female,0,no,no,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.5173666792995961,-0.998914793600771,no,Young,New Customer,0.6439961856834802
9571-edebv,male,0,yes,no,1.5718292524118322,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),1.1252485685814309,2.064558607816248,no,Middle-aged,Loyal Customer,-0.44221742473473585
3520-fjgcv,male,0,yes,yes,1.6125732136881425,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),1.5889527535869692,2.5780125796999878,no,Middle-aged,Loyal Customer,-0.43154814442621786
6563-vrerx,male,0,yes,yes,0.02355872391204165,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,-1.4691680364137156,-0.7028338857719533,no,Young,Loyal Customer,-0.48901573467245485
0259-gbzsh,male,0,no,no,-1.2395040756535771,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,0.6931228047769863,-0.9272880086417358,yes,Young,New Customer,2.09192926505877
6122-efvkn,male,0,no,yes,-0.3431369275747509,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,mailed check,-0.9655753193646899,-0.6408249875521048,no,Young,Loyal Customer,-0.4360925782961333
2805-edjpq,female,0,yes,yes,0.9606698332671781,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,yes,credit card (automatic),1.1618130562879607,1.4669922457111333,no,Young,Loyal Customer,-0.41825461357310084
6862-cqumb,male,0,no,no,0.18653456901728277,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),1.0404854379890203,0.6015589141703666,no,Young,Loyal Customer,-0.3683461921964775
7156-mxbje,female,0,no,no,0.4309983366751445,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),0.6748405609237209,0.6083752605061663,no,Young,Loyal Customer,-0.4061562066023133
6158-hdpxz,male,0,no,no,-1.2802480369298874,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,-1.3112759304082455,-0.9961794313171491,no,Young,New Customer,1.0231803500816554
9601-brxpo,female,0,yes,no,-0.3023929662984406,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),1.3346633618097385,0.12494409562250225,yes,Young,Loyal Customer,-0.27044923787805414
2863-imqdr,female,0,no,no,1.1643896396487294,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,0.8260845782552769,1.3347683624205706,no,Middle-aged,Loyal Customer,-0.4373103222579047
5686-cmawk,male,0,no,no,-0.6283446565089229,yes,yes,fiber optic,no,no,yes,yes,no,no,one year,no,electronic check,0.729687292483516,-0.38517891089973055,no,Young,Loyal Customer,-0.21510417919587652
5651-crhkq,female,0,yes,no,0.3495104141225239,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),0.7114050486302511,0.46578347178574636,no,Young,Loyal Customer,-0.3986110987622493
6905-niqin,male,0,no,no,-1.2802480369298874,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,-0.4702927131580572,-0.9850173884501112,yes,Young,New Customer,2.5704963757709822
8204-yjcla,male,1,yes,yes,1.6125732136881425,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),5.9560521395953924e-05,1.0804899669100076,no,Senior,Loyal Customer,-0.472150749843406
5167-zffmm,male,0,no,no,-1.2802480369298874,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),0.8659731102987638,-0.9672816523530788,yes,Young,New Customer,5.029077570739795
6583-szvgp,male,0,no,no,0.6347181430566958,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),1.4393707584238922,1.2283318864651211,no,Young,Loyal Customer,-0.3894590419487771
4895-tmwir,male,1,yes,no,-0.8728084241667845,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.4907743246039378,-0.9126185254271505,yes,Senior,New Customer,-0.4162739045032057
0533-bnwkf,female,1,yes,no,0.9199258719908678,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,0.6864747161030716,1.1432930025670365,yes,Senior,Loyal Customer,-0.4321751759134518
1708-pbboa,female,0,no,no,0.3902543753988342,no,no phone service,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic check,-0.33400689534280925,0.028743168857379698,no,Young,Loyal Customer,-0.4474688313082713
8782-lkfpk,male,0,no,no,0.4717422979514547,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,mailed check,0.8510149107824564,0.7851811371451153,no,Young,Loyal Customer,-0.40154020896573994
5522-jbwmo,male,0,no,yes,-1.2802480369298874,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,-0.6913416615657154,-0.9879512850930283,no,Young,New Customer,2.163790780085843
3597-mvhjt,female,0,no,no,-0.22090504374582004,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),1.0238652163042339,0.13762823524413614,no,Young,Loyal Customer,-0.31064638352566476
9774-nrnau,male,1,yes,no,-0.22090504374582004,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),0.6648684279128493,0.011580976464977823,no,Senior,Loyal Customer,-0.3351098780029664
0224-rlwwd,female,1,no,no,-1.2395040756535771,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,-0.6813695285548437,-0.9679654929239841,no,Senior,New Customer,0.8274723942632424
9967-atrfs,female,0,no,no,-0.5468567339563023,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.4924363467724167,-0.8452050807598231,no,Young,Loyal Customer,-0.4631378834570317
3951-njcvi,female,1,yes,no,0.3902543753988342,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,1.005582972450969,0.7329004225307286,no,Senior,Loyal Customer,-0.38878556777045853
2977-cebsx,female,0,no,no,1.368109446030281,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),0.8393807556031058,1.6247388238577491,no,Middle-aged,Loyal Customer,-0.44374900341426604
0177-pxbat,male,1,yes,no,0.02355872391204165,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),1.4992035564891233,0.6226917937486712,no,Senior,Loyal Customer,-0.32351648794343707
6599-cebnn,female,0,no,no,0.06430268518835193,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),0.304209617352986,0.10639216271503416,yes,Young,Loyal Customer,-0.394173361197007
2519-erqoj,male,1,no,no,0.02355872391204165,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,-0.33899296184824507,-0.21159370275601377,no,Senior,Loyal Customer,-0.4260037034430416
5876-qmyld,female,0,yes,yes,-0.38388088885106114,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,-1.4874502802669807,-0.8242266167943035,no,Young,Loyal Customer,-0.4738791489097371
2277-axsdc,female,0,no,no,-0.01718523736426863,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),-1.4974224132778524,-0.7319963772150837,no,Young,Loyal Customer,-0.48944720492306065
9442-jtwdl,female,0,no,no,-0.8728084241667845,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),-1.4874502802669807,-0.9024932731030983,no,Young,New Customer,-0.41571791599235797
0979-phulv,male,0,yes,yes,1.4903413298592119,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),1.151840923277089,2.0843017468794867,yes,Middle-aged,Loyal Customer,-0.43904526003444894
3067-svmtc,female,0,yes,no,1.4495973685829016,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),-0.2957803854678007,0.6906787821206292,no,Middle-aged,Loyal Customer,-0.47691753369376255
5495-gpsrw,male,0,no,no,-0.506112772679992,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,-1.499084435446331,-0.8223295106943721,no,Young,Loyal Customer,-0.46695225726697936
7606-bphhn,male,0,no,no,1.6125732136881425,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),-1.495760391109374,-0.3593694441913624,no,Middle-aged,Loyal Customer,-0.5103749599641898
4742-drora,male,0,yes,yes,1.1236456783724194,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,yes,bank transfer (automatic),1.0172171276303197,1.5568180136055565,no,Young,Loyal Customer,-0.42995122187006074
0111-klbqg,male,1,yes,yes,-0.01718523736426863,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,0.9690184847444393,0.2550723384538384,no,Senior,Loyal Customer,-0.34763538537495287
4800-vhzki,female,0,no,no,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,-1.4924363467724167,-0.9985839030019457,yes,Young,New Customer,0.6898652378284207
7989-chgtl,male,0,no,no,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,-1.5024084797832884,-0.9987162592414759,yes,Young,New Customer,0.6715176169704447
0334-gddso,male,1,no,no,-1.1987601143772668,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,0.5501888982878235,-0.9042580229634997,yes,Senior,New Customer,1.1312274506897375
4163-ncjak,female,0,yes,no,0.5532302205040753,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),-1.3411923294408608,-0.5369915176407469,no,Young,Loyal Customer,-0.49468641459287677
5233-aozuf,female,0,yes,no,-0.13941712119319946,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.3374500607225587,-0.05922961168362184,no,Young,Loyal Customer,-0.3691299131868384
5973-ejgdp,male,0,no,no,0.7569500268856267,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,0.7496315585052594,0.9660679978362422,no,Young,Loyal Customer,-0.4224442868000652
1996-dbmus,female,1,yes,no,0.6347181430566958,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),0.19451615423339633,0.5566680895964101,no,Senior,Loyal Customer,-0.4371755975828889
7916-vccpb,female,0,yes,yes,-0.6690886177852331,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),0.28094130699428504,-0.4798136221637469,no,Young,Loyal Customer,-0.24720127328259348
4686-gefrm,male,0,yes,no,1.5310852911355222,yes,yes,fiber optic,no,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),1.1269105907499095,2.0186971708190704,no,Middle-aged,Loyal Customer,-0.44095979438484645
5249-qyhex,female,0,yes,yes,0.3087664528462136,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,-1.3295581742615106,-0.5552787380691548,no,Young,Loyal Customer,-0.4892751959775172
0578-skvmf,female,0,yes,yes,-0.42462485012737144,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,0.6150077628584902,-0.19297559172878068,yes,Young,Loyal Customer,-0.2956243976492409
5564-nemqo,female,1,no,no,-1.2802480369298874,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),0.3490842159019089,-0.9741421174353885,yes,Senior,New Customer,4.078059222934695
